reaction formula	model.dG0	dG0_prime	dGm_prime	dG0_std
malt_c + maltpt_c --> glc__D_c + malthx_c	-1.16795134909	-1.16793984737	-1.16793984737	4.4062880136
malt_c + malthx_c --> glc__D_c + malthp_c	-1.16795134909	-1.16794043695	-1.16794043695	4.4062880136
acmanap_c <=> acgam6p_c	-2.17530559336	-2.17530559336	-2.17530559336	5.80176352765
acmana_c + atp_c --> acmanap_c + adp_c + h_c	26.284863387	-15.1401407445	-15.1401407445	5.99129107015
8aonn_c + amet_c <=> amob_c + dann_c	0.0	-1.05496766418	-1.05496766418	0.0
2dmmql8_c + amet_c --> ahcys_c + h_c + mql8_c	nan	nan	nan	0.0
air_c + h2o_c + nad_c --> 4ampm_c + 2.0 for_c + 3.0 h_c + nadh_c	-71.9873945387	-236.843433673	-271.073108743	11.0206189075
amp_c + h2o_c --> ade_c + r5p_c	-19.2691469813	-19.3161561613	-36.430993696	3.84297248474
cgly_c + h2o_c --> cys__L_c + gly_c	6.66406315408	6.63954347988	-10.4752940548	9.46621526703
h2o_c + progly_c --> gly_c + pro__L_c	nan	nan	nan	0.0
amp_e <=> amp_p	0.0	0.0	0.0	0.0
anhgm_e <=> anhgm_p	nan	nan	nan	0.0
anhm_c + atp_c + h2o_c --> acmum6p_c + adp_c + h_c	nan	nan	nan	0.0
anth_c + prpp_c --> ppi_c + pran_c	-15.6664881376	-57.0115672834	-57.0115672834	6.68758569841
chor_c + gln__L_c --> anth_c + glu__L_c + h_c + pyr_c	-37.6788897497	-78.7668182341	-95.8816557688	12.5033554882
2aobut_c + h_c --> aact_c + co2_c	-61.029005746	-18.8856129144	-36.0004504492	6.08662758862
ala__L_c + h_c + pmcoa_c <=> 8aonn_c + co2_c + coa_c	-29.1273733075	11.6032459764	-5.51159155834	7.36347483086
ap4a_c + h2o_c --> 2.0 adp_c + 2.0 h_c	-35.8696832968	-38.1952414269	-55.3100789616	18.2702511346
ap5a_c + h2o_c --> adp_c + atp_c + 2.0 h_c	nan	nan	nan	0.0
5apru_c + h_c + nadph_c --> 5aprbu_c + nadp_c	-72.2074812441	-31.3385419492	-31.3385419492	2.98511793466
arab__L_c <=> rbl__L_c	15.3408245559	15.339003797	15.339003797	4.21137455999
2.0 arbtn_fe3_c + fadh2_c --> 2.0 arbtn_c + fad_c + 2.0 fe2_c + 2.0 h_c	nan	nan	nan	0.0
2.0 arbtn_fe3_c + fmnh2_c --> 2.0 arbtn_c + 2.0 fe2_c + fmn_c + 2.0 h_c	nan	nan	nan	0.0
2.0 arbtn_fe3_c + rbflvrd_c --> 2.0 arbtn_c + 2.0 fe2_c + 2.0 h_c + ribflv_c	nan	nan	nan	0.0
arbtn_fe3_p + atp_c + h2o_c --> adp_c + arbtn_fe3_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
arbtn_e + fe3_e --> arbtn_fe3_e	nan	nan	nan	0.0
arbtn_p + h_p --> arbtn_e + h_c	nan	nan	nan	0.0
arbtn_fe3_e + h_p --> arbtn_fe3_p + h_c	0.0	0.0	0.0	0.0
arbtn_c + h_p --> arbtn_p + h_c	nan	nan	nan	0.0
arab__L_p + atp_c + h2o_c --> adp_c + arab__L_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
arab__L_p + h_p <=> arab__L_c + h_c	0.0	0.0	0.0	0.0
arab__L_c + h_p --> arab__L_p + h_c	0.0	0.0	0.0	0.0
arab__L_e <=> arab__L_p	0.0	0.0	0.0	0.0
agm_c + arg__L_p <=> agm_p + arg__L_c	0.0	0.0	0.0	0.0
arg__L_c + h_c --> agm_c + co2_c	-53.7356799794	-12.6369283197	-29.7517658544	11.5834370335
arg__L_p + h_p --> agm_p + co2_p	-53.7356799794	-12.6369283197	-29.7517658544	11.5834370335
arg__L_p + orn_c <=> arg__L_c + orn_p	0.0	0.0	0.0	0.0
argsuc_c <=> arg__L_c + fum_c	14.8601452578	14.8752472128	-2.23959032196	5.80176352765
asp__L_c + atp_c + citr__L_c --> amp_c + argsuc_c + h_c + ppi_c	83.8410107561	1.31709770404	1.31709770404	2.90088176383
arg__L_c + atp_c + trnaarg_c --> amp_c + argtrna_c + ppi_c	90.1589455254	nan	nan	277180.765034
arg__L_p + atp_c + h2o_c --> adp_c + arg__L_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
arg__L_c + h_p --> arg__L_p + h_c	0.0	0.0	0.0	0.0
arg__L_e <=> arg__L_p	0.0	0.0	0.0	0.0
aspsa_c + nadp_c + pi_c <=> 4pasp_c + h_c + nadph_c	30.1457570256	-10.2169157422	6.89792179256	3.34964973447
ascb6p_c + h2o_c --> 3dhgulnp_c + h_c	-95.2386903606	-95.240444977	-95.240444977	195996.398533
ascb__L_p + pep_c --> ascb6p_c + pyr_c	nan	nan	nan	0.0
ascb__L_e <=> ascb__L_p	nan	nan	nan	0.0
asn__L_c + h2o_c --> asp__L_c + nh4_c	nan	nan	nan	0.0
asn__L_p + h2o_p --> asp__L_p + nh4_p	nan	nan	nan	0.0
asp__L_c + atp_c + gln__L_c + h2o_c --> amp_c + asn__L_c + glu__L_c + h_c + ppi_c	52.6101021762	-29.9031127436	-47.0179502783	7.2317014836
asp__L_c + atp_c + nh4_c --> amp_c + asn__L_c + h_c + ppi_c	nan	nan	nan	0.0
asn__L_c + atp_c + trnaasn_c --> amp_c + asntrna_c + ppi_c	nan	nan	nan	0.0
asn__L_p + atp_c + h2o_c --> adp_c + asn__L_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
asn__L_p + h_p <=> asn__L_c + h_c	0.0	0.0	0.0	0.0
asn__L_e <=> asn__L_p	0.0	0.0	0.0	0.0
aso3_c + atp_c + h2o_c --> adp_c + aso3_p + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
aso3_e <=> aso3_p	0.0	0.0	0.0	0.0
asp__L_c + h_c --> ala_B_c + co2_c	-62.1855232105	-21.0841124076	-38.1989499423	11.8453380425
asp__L_c + cbp_c --> cbasp_c + h_c + pi_c	19.650265725	-21.5650656006	-21.5650656006	5.80176352765
asp__L_c + atp_c <=> 4pasp_c + adp_c	16.7928612207	16.389260689	16.389260689	5.80176352765
asp__L_c + q8_c --> h_c + iasp_c + q8h2_c	nan	nan	nan	0.0
asp__L_c + mqn8_c --> h_c + iasp_c + mql8_c	nan	nan	nan	0.0
asp__L_c + fum_c --> h_c + iasp_c + succ_c	1.15282347195	1.10952386386	1.10952386386	6.47876216354
asp__L_c + o2_c --> h2o2_c + h_c + iasp_c	-69.1498365033	-69.1218472079	-61.9356845673	9.39763924023
asp__L_c --> fum_c + nh4_c	nan	nan	nan	0.0
akg_c + asp__L_c <=> glu__L_c + oaa_c	2.87432459048	2.89029430586	2.89029430586	1.07569368001
asp__L_c + atp_c + trnaasp_c --> amp_c + asptrna_c + ppi_c	nan	nan	nan	0.0
asp__L_p + atp_c + h2o_c --> adp_c + asp__L_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
asp__L_p + 2.0 h_p --> asp__L_c + 2.0 h_c	0.0	0.0	0.0	0.0
asp__L_p + 3.0 h_p --> asp__L_c + 3.0 h_c	0.0	0.0	0.0	0.0
asp__L_p + h_p --> asp__L_c + h_c	0.0	0.0	0.0	0.0
asp__L_e <=> asp__L_p	0.0	0.0	0.0	0.0
aso4_c + 2.0 gthrd_c --> aso3_c + gthox_c + h2o_c	nan	nan	nan	0.0
arg__L_c + succoa_c --> coa_c + h_c + sucarg_c	18.52791797	-22.6840695505	-22.6840695505	10.9084450294
athr__L_c + nadp_c <=> 2aobut_c + h_c + nadph_c	66.4401722935	23.8247766284	23.8247766284	1.96135006403
atp_c + h2o_c + h_c --> itp_c + nh4_c	nan	nan	nan	0.0
atp_c + h2o_c --> adp_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
atp_c + prpp_c --> ppi_c + prbatp_c	nan	nan	nan	0.0
adp_c + 4.0 h_p + pi_c <=> atp_c + h2o_c + 3.0 h_c	-13.4151461123	28.7657317899	45.8805693246	0.603476659232
ala_B_p + h_p --> ala_B_c + h_c	0.0	0.0	0.0	0.0
ala_B_e <=> ala_B_p	0.0	0.0	0.0	0.0
betald_c + h2o_c + nad_c --> glyb_c + 2.0 h_c + nadh_c	46.5389760888	-35.6121303371	-35.6121303371	2.18834464401
betald_c + h2o_c + nadp_c --> glyb_c + 2.0 h_c + nadph_c	49.9590779235	-32.1920947363	-32.1920947363	2.22869577011
h2o_c + pap_c --> amp_c + pi_c	-14.893564243	-15.8731648375	-32.9880023722	6.0159713561
btnso_c + h_c + nadh_c --> btn_c + h2o_c + nad_c	nan	nan	nan	0.0
btnso_c + h_c + nadph_c --> btn_c + h2o_c + nadp_c	nan	nan	nan	0.0
amet_c + dtbt_c + s_c --> btn_c + dad_5_c + h_c + met__L_c	3.13931016135	-37.93202476	-37.93202476	277180.766606
accoa_c + but_c --> ac_c + btcoa_c	4.11629668195	3.91072565941	3.91072565941	6.4528140436
atp_c + butso3_p + h2o_c --> adp_c + butso3_c + h_c + pi_c	nan	nan	nan	0.0
butso3_e <=> butso3_p	nan	nan	nan	0.0
but_p + h_p <=> but_c + h_c	0.0	0.0	0.0	0.0
but_e <=> but_p	0.0	0.0	0.0	0.0
ca2_c + h_p --> ca2_p + h_c	0.0	0.0	0.0	0.0
ca2_e <=> ca2_p	0.0	0.0	0.0	0.0
15dap_c + h_p + lys__L_p --> 15dap_p + h_c + lys__L_c	0.0	0.0	0.0	0.0
2.0 h2o2_c --> 2.0 h2o_c + o2_c	-193.06802716	-193.067789993	-183.139115099	13.3412183406
ca2_c + na1_p <=> ca2_p + na1_c	0.0	0.0	0.0	0.0
atp_c + cbi_c + h_c <=> adocbi_c + pppi_c	nan	nan	nan	0.0
cbi_e + h_p --> cbi_p + h_c	0.0	0.0	0.0	0.0
atp_c + cbi_p + h2o_c --> adp_c + cbi_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
atp_c + cbl1_p + h2o_c --> adp_c + cbl1_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
cbl1_e + h_p --> cbl1_p + h_c	0.0	0.0	0.0	0.0
atp_c + cbl1_c + h_c <=> adocbl_c + pppi_c	nan	nan	nan	0.0
atp_c + co2_c + nh4_c <=> adp_c + cbp_c + 2.0 h_c	nan	nan	nan	0.0
2.0 atp_c + gln__L_c + h2o_c + hco3_c --> 2.0 adp_c + cbp_c + glu__L_c + 2.0 h_c + pi_c	74.3251226708	-9.73282223117	-26.8476597659	5.23520519979
atp_c + cd2_c + h2o_c --> adp_c + cd2_p + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
cd2_c + h_p --> cd2_p + h_c	0.0	0.0	0.0	0.0
cd2_e <=> cd2_p	0.0	0.0	0.0	0.0
cd2_p --> cd2_c	0.0	0.0	0.0	0.0
cdpdddecg_c + h2o_c --> cmp_c + 2.0 h_c + pa120_c	nan	nan	nan	0.0
cdpdtdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa140_c	nan	nan	nan	0.0
cdpdtdec7eg_c + h2o_c --> cmp_c + 2.0 h_c + pa141_c	nan	nan	nan	0.0
cdpdhdecg_c + h2o_c --> cmp_c + 2.0 h_c + pa160_c	nan	nan	nan	0.0
cdpdhdec9eg_c + h2o_c --> cmp_c + 2.0 h_c + pa161_c	nan	nan	nan	0.0
cdpdodecg_c + h2o_c --> cmp_c + 2.0 h_c + pa180_c	nan	nan	nan	0.0
cdpdodec11eg_c + h2o_c --> cmp_c + 2.0 h_c + pa181_c	nan	nan	nan	0.0
4c2me_c + atp_c --> 2p4c2me_c + adp_c + h_c	38.7301472034	-2.5710577835	-2.5710577835	8.10101712763
2.0 amet_c + pe161_c --> 2.0 ahcys_c + cpe160_c + 2.0 h_c	nan	nan	nan	0.0
2.0 amet_c + pg161_c --> 2.0 ahcys_c + cpg160_c + 2.0 h_c	nan	nan	nan	0.0
2.0 amet_c + pe181_c --> 2.0 ahcys_c + cpe180_c + 2.0 h_c	nan	nan	nan	0.0
2.0 amet_c + pg181_c --> 2.0 ahcys_c + cpg180_c + 2.0 h_c	nan	nan	nan	0.0
atp_c + cgly_p + h2o_c --> adp_c + cgly_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
cgly_e <=> cgly_p	0.0	0.0	0.0	0.0
atp_c + chol_p + h2o_c --> adp_c + chol_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
chol_p + h_p --> chol_c + h_c	0.0	0.0	0.0	0.0
chol_e <=> chol_p	0.0	0.0	0.0	0.0
chor_c --> pphn_c	-21.0712444123	-21.0698949057	-21.0698949057	8.92882123485
3psme_c --> chor_c + pi_c	-52.7783853176	-53.4352568817	-70.5500944165	7.13606199885
chor_c --> 4hbz_c + pyr_c	-89.3043473019	-89.3140608679	-106.428898403	11.8680679765
cinnm_c + h_c + nadh_c + o2_c --> cenchddd_c + nad_c	-433.421647542	-392.345530058	-368.044529883	14.7260264363
cit_c --> ac_c + oaa_c	2.17548848154	2.20767141248	-14.9071661222	0.943390765652
cit_p + succ_c --> cit_c + succ_p	0.0	0.0	0.0	0.0
cit_e <=> cit_p	0.0	0.0	0.0	0.0
lipa_cold_p --> lipa_cold_e	nan	nan	nan	0.0
clpn120_p + h2o_p --> h_p + pa120_p + pg120_p	nan	nan	nan	0.0
clpn140_p + h2o_p --> h_p + pa140_p + pg140_p	nan	nan	nan	0.0
clpn141_p + h2o_p --> h_p + pa141_p + pg141_p	nan	nan	nan	0.0
clpn160_p + h2o_p --> h_p + pa160_p + pg160_p	nan	nan	nan	0.0
clpn161_p + h2o_p --> h_p + pa161_p + pg161_p	nan	nan	nan	0.0
clpn180_p + h2o_p --> h_p + pa180_p + pg180_p	nan	nan	nan	0.0
clpn181_p + h2o_p --> h_p + pa181_p + pg181_p	nan	nan	nan	0.0
2.0 pg120_p <=> clpn120_p + glyc_p	nan	nan	nan	0.0
2.0 pg140_p <=> clpn140_p + glyc_p	nan	nan	nan	0.0
2.0 pg141_p <=> clpn141_p + glyc_p	nan	nan	nan	0.0
2.0 pg160_p <=> clpn160_p + glyc_p	nan	nan	nan	0.0
2.0 pg161_p <=> clpn161_p + glyc_p	nan	nan	nan	0.0
2.0 pg180_p <=> clpn180_p + glyc_p	nan	nan	nan	0.0
2.0 pg181_p <=> clpn181_p + glyc_p	nan	nan	nan	0.0
2.0 cl_p + h_c --> 2.0 cl_c + h_p	0.0	0.0	0.0	0.0
cl_e <=> cl_p	0.0	0.0	0.0	0.0
cmp_c + h2o_c --> csn_c + r5p_c	-14.1133293097	-14.1081676061	-31.2230051408	4.93491641248
cmp_e <=> cmp_p	0.0	0.0	0.0	0.0
co2_e <=> co2_p	0.0	0.0	0.0	0.0
co2_p <=> co2_c	0.0	0.0	0.0	0.0
atp_c + cobalt2_c + h2o_c --> adp_c + cobalt2_p + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
cobalt2_c + h_p --> cobalt2_p + h_c	0.0	0.0	0.0	0.0
cobalt2_e <=> cobalt2_p	0.0	0.0	0.0	0.0
cobalt2_p --> cobalt2_c	0.0	0.0	0.0	0.0
atp_c + colipa_c + h2o_c --> adp_c + colipa_p + h_c + pi_c	nan	nan	nan	0.0
colipa_p --> colipa_e	nan	nan	nan	0.0
2.0 cpgn_c + fadh2_c --> 2.0 cpgn_un_c + fad_c + 2.0 fe2_c + 2.0 h_c	nan	nan	nan	0.0
2.0 cpgn_c + fmnh2_c --> 2.0 cpgn_un_c + 2.0 fe2_c + fmn_c + 2.0 h_c	nan	nan	nan	0.0
2.0 cpgn_c + rbflvrd_c --> 2.0 cpgn_un_c + 2.0 fe2_c + 2.0 h_c + ribflv_c	nan	nan	nan	0.0
cpgn_un_p + h_p --> cpgn_un_e + h_c	nan	nan	nan	0.0
cpgn_un_c + h_p --> cpgn_un_p + h_c	nan	nan	nan	0.0
atp_c + cpgn_p + h2o_c --> adp_c + cpgn_c + h_c + pi_c	nan	nan	nan	0.0
cpgn_un_e + fe3_e --> cpgn_e	nan	nan	nan	0.0
cpgn_e + h_p --> cpgn_p + h_c	nan	nan	nan	0.0
cpppg3_c + 2.0 h_c + o2_c --> 2.0 co2_c + 2.0 h2o_c + pppg9_c	-447.170132222	-365.010235038	-374.938909932	15.0540882912
2.0 amet_c + cpppg3_c --> 2.0 co2_c + 2.0 dad_5_c + 2.0 met__L_c + pppg9_c	41.0287088208	41.0427557198	-27.4165944191	391992.797586
bbtcoa_c + crn_c <=> crncoa_c + gbbtn_c	nan	nan	nan	0.0
atp_c + coa_c + crn_c --> adp_c + crncoa_c + pi_c	nan	nan	nan	0.0
crncoa_c <=> crnDcoa_c	nan	nan	nan	0.0
crn_c + ctbtcoa_c <=> crncoa_c + ctbt_c	nan	nan	nan	0.0
crncoa_c <=> ctbtcoa_c + h2o_c	nan	nan	nan	0.0
atp_c + coa_c + crn__D_c --> adp_c + crnDcoa_c + pi_c	nan	nan	nan	0.0
atp_c + crn__D_p + h2o_c --> adp_c + crn__D_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
crn__D_p + h_p <=> crn__D_c + h_c	0.0	0.0	0.0	0.0
atp_c + crn_p + h2o_c --> adp_c + crn_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
crn_p + h_p <=> crn_c + h_c	0.0	0.0	0.0	0.0
crn_p + gbbtn_c --> crn_c + gbbtn_p	0.0	0.0	0.0	0.0
crn__D_c + crn_p --> crn__D_p + crn_c	0.0	0.0	0.0	0.0
crn_e <=> crn_p	0.0	0.0	0.0	0.0
accoa_c + h2o_c + oaa_c --> cit_c + coa_c + h_c	9.04717658997	-32.1134685942	-32.1134685942	0.866126317975
csn_c + h2o_c + h_c --> nh4_c + ura_c	nan	nan	nan	0.0
csn_p + h_p --> csn_c + h_c	0.0	0.0	0.0	0.0
csn_e <=> csn_p	0.0	0.0	0.0	0.0
atp_c + coa_c + ctbt_c --> adp_c + ctbtcoa_c + pi_c	nan	nan	nan	0.0
atp_c + ctbt_p + h2o_c --> adp_c + ctbt_c + h_c + pi_c	nan	nan	nan	0.0
ctbt_p + h_p <=> ctbt_c + h_c	nan	nan	nan	0.0
atp_c + gln__L_c + h2o_c + utp_c --> adp_c + ctp_c + glu__L_c + 2.0 h_c + pi_c	64.8897741884	-17.5891184471	-34.7039559818	5.09151494882
4.0 cu_p + 4.0 h_p + o2_p --> 4.0 cu2_p + 2.0 h2o_p	nan	nan	nan	0.0
atp_c + cu_c + h2o_c --> adp_c + cu_p + h_c + pi_c	nan	nan	nan	0.0
atp_c + cu2_c + h2o_c --> adp_c + cu2_p + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
cu2_e <=> cu2_p	0.0	0.0	0.0	0.0
cu2_p --> cu2_c	0.0	0.0	0.0	0.0
cu_c + h_e --> cu_e + h_c	nan	nan	nan	0.0
cu_e <=> cu_p	nan	nan	nan	0.0
cyan_c + tsul_c --> h_c + so3_c + tcynt_c	nan	nan	nan	0.0
cyan_p + tsul_p --> h_p + so3_p + tcynt_p	nan	nan	nan	0.0
cyan_e <=> cyan_p	0.0	0.0	0.0	0.0
cynt_c + 3.0 h_c + hco3_c --> 2.0 co2_c + nh4_c	nan	nan	nan	0.0
cynt_p + h_p --> cynt_c + h_c	0.0	0.0	0.0	0.0
cynt_e <=> cynt_p	0.0	0.0	0.0	0.0
cys__D_c + h2o_c --> h2s_c + nh4_c + pyr_c	nan	nan	nan	0.0
cys__L_c + h2o_c --> h2s_c + nh4_c + pyr_c	nan	nan	nan	0.0
atp_c + cys__D_p + h2o_c --> adp_c + cys__D_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
cys__D_e <=> cys__D_p	0.0	0.0	0.0	0.0
acser_c + h2s_c --> ac_c + cys__L_c + h_c	-49.2853462034	-49.2288505644	-49.2288505644	10.365266864
3sala_c + 2.0 h_c --> ala__L_c + so2_c	-304.729102213	-263.63477754	-280.749615075	195996.398594
cyst__L_c + h2o_c --> hcys__L_c + nh4_c + pyr_c	nan	nan	nan	0.0
atp_c + cys__L_c + trnacys_c --> amp_c + cystrna_c + ppi_c	nan	nan	nan	0.0
atp_c + cys__L_c + h2o_c --> adp_c + cys__L_p + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
atp_c + cys__L_p + h2o_c --> adp_c + cys__L_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
cys__L_e <=> cys__L_p	0.0	0.0	0.0	0.0
cys__L_c --> cys__L_p	0.0	0.0	0.0	0.0
2.0 h_c + mql8_c + 0.5 o2_c --> h2o_c + 2.0 h_p + mqn8_c	nan	nan	nan	0.0
2.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 2.0 h_p + q8_c	nan	nan	nan	0.0
4.0 h_c + 0.5 o2_c + q8h2_c --> h2o_c + 4.0 h_p + q8_c	nan	nan	nan	0.0
cytd_c + h2o_c + h_c --> nh4_c + uri_c	nan	nan	nan	0.0
cytd_c + h2o_c --> csn_c + rib__D_c	1.52387725555	1.47894483699	-15.6358926977	4.9995399498
cytd_c + gtp_c --> cmp_c + gdp_c + h_c	30.7158178256	-10.6733435298	-10.6733435298	5.98669224224
cytd_p + h_p --> cytd_c + h_c	0.0	0.0	0.0	0.0
cytd_p + h_p <=> cytd_c + h_c	0.0	0.0	0.0	0.0
cytd_e <=> cytd_p	0.0	0.0	0.0	0.0
atp_c + cmp_c <=> adp_c + cdp_c	-45.5135129413	-5.22439431166	-5.22439431166	5.80176352765
atp_c + dcmp_c <=> adp_c + dcdp_c	-45.4683852374	-5.15607785359	-5.15607785359	5.80176352765
ala__D_c + fad_c + h2o_c --> fadh2_c + nh4_c + pyr_c	nan	nan	nan	0.0
dad_2_c + h2o_c + h_c --> din_c + nh4_c	nan	nan	nan	0.0
atp_c + damp_c <=> adp_c + dadp_c	-42.6180346847	-2.43773246943	-2.43773246943	2.85604503906
dad_2_p + h_p --> dad_2_c + h_c	0.0	0.0	0.0	0.0
dad_2_e <=> dad_2_p	0.0	0.0	0.0	0.0
12dgr120_c + atp_c --> adp_c + h_c + pa120_c	nan	nan	nan	0.0
12dgr140_c + atp_c --> adp_c + h_c + pa140_c	nan	nan	nan	0.0
12dgr141_c + atp_c --> adp_c + h_c + pa141_c	nan	nan	nan	0.0
12dgr160_c + atp_c --> adp_c + h_c + pa160_c	nan	nan	nan	0.0
12dgr161_c + atp_c --> adp_c + h_c + pa161_c	nan	nan	nan	0.0
12dgr180_c + atp_c --> adp_c + h_c + pa180_c	nan	nan	nan	0.0
12dgr181_c + atp_c --> adp_c + h_c + pa181_c	nan	nan	nan	0.0
ala__D_p + h_p --> ala__D_c + h_c	0.0	0.0	0.0	0.0
ala__D_e <=> ala__D_p	0.0	0.0	0.0	0.0
damp_e <=> damp_p	0.0	0.0	0.0	0.0
23dappa_c + h2o_c --> 2.0 nh4_c + pyr_c	nan	nan	nan	0.0
26dap__M_c + h_c --> co2_c + lys__L_c	-57.2292704863	-16.144844445	-33.2596819797	7.27067677081
26dap_LL_c <=> 26dap__M_c	-1.65417267623	-1.65417267623	-1.65417267623	5.80176352765
26dap__M_p + atp_c + h2o_c --> 26dap__M_c + adp_c + h_c + pi_c	13.4151461123	-28.7657317899	-45.8805693246	0.603476659232
15dap_e <=> 15dap_p	0.0	0.0	0.0	0.0
ctp_c + h_c + pa120_c --> cdpdddecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa140_c --> cdpdtdecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa141_c --> cdpdtdec7eg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa160_c --> cdpdhdecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa161_c --> cdpdhdec9eg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa180_c --> cdpdodecg_c + ppi_c	nan	nan	nan	0.0
ctp_c + h_c + pa181_c --> cdpdodec11eg_c + ppi_c	nan	nan	nan	0.0
datp_c + h2o_c + h_c --> ditp_c + nh4_c	nan	nan	nan	0.0
ru5p__D_c --> db4p_c + for_c + h_c	-40.4260606893	-81.4341562492	-98.5489937839	4.09312138934
atp_c + co2_c + dann_c --> adp_c + dtbt_c + 3.0 h_c + pi_c	130.140209341	7.18515318948	7.18515318948	12.5922762008
dca_e <=> dca_p	0.0	0.0	0.0	0.0
dcmp_e <=> dcmp_p	0.0	0.0	0.0	0.0
dctp_c + h2o_c + h_c --> dutp_c + nh4_c	nan	nan	nan	0.0
dcyt_c + h2o_c + h_c --> duri_c + nh4_c	nan	nan	nan	0.0
dcyt_p + h_p --> dcyt_c + h_c	0.0	0.0	0.0	0.0
dcyt_e <=> dcyt_p	0.0	0.0	0.0	0.0
ddca_e --> ddca_p	0.0	0.0	0.0	0.0
2dh3dgal_c + atp_c --> 2dh3dgal6p_c + adp_c + h_c	28.1845161854	-13.4693303541	-13.4693303541	6.59911972776
2ddglcn_p + h_p <=> 2ddglcn_c + h_c	0.0	0.0	0.0	0.0
2ddglcn_e <=> 2ddglcn_p	0.0	0.0	0.0	0.0
2ddglcn_c + atp_c --> 2ddg6p_c + adp_c + h_c	21.2943728376	-20.3594737019	-20.3594737019	7.65511314819
e4p_c + h2o_c + pep_c --> 2dda7p_c + pi_c	-68.6956349978	-69.8101067829	-69.8101067829	4.70820969216
2dh3dgal6p_c <=> g3p_c + pyr_c	10.6772094293	10.8752331375	-6.23960439727	5.80176352765
atp_c + dgmp_c <=> adp_c + dgdp_c	-42.2961249704	-1.96628239781	-1.96628239781	5.801763669
dgmp_e <=> dgmp_p	0.0	0.0	0.0	0.0
dgsn_p + h_p --> dgsn_c + h_c	0.0	0.0	0.0	0.0
dgsn_e <=> dgsn_p	0.0	0.0	0.0	0.0
23dhmb_c --> 3mob_c + h2o_c	-35.5167394248	-35.5161168574	-35.5161168574	2.71580113349
23dhmp_c --> 3mop_c + h2o_c	-35.5167394248	-35.5159237667	-35.5159237667	2.71580113349
dha_c + pep_c --> dhap_c + pyr_c	-43.7632040124	-43.8515232495	-43.8515232495	4.37437004813
dha_e <=> dha_p	0.0	0.0	0.0	0.0
dha_p <=> dha_c	0.0	0.0	0.0	0.0
23ddhb_c + nad_c <=> 23dhb_c + h_c + nadh_c	15.8571528903	-25.2252894128	-25.2252894128	11.4675154382
23dhb_c + atp_c + h_c --> 23dhba_c + ppi_c	1165.46151504	1165.33366763	1165.33366763	195996.39855
23dhbzs_c + h2o_c --> 23dhb_c + ser__L_c	nan	nan	nan	0.0
cenchddd_c + nad_c --> dhcinnm_c + h_c + nadh_c	15.8571528903	-25.2361217353	-25.2361217353	11.4675154382
dhcinnm_c + o2_c --> h_c + hkntd_c	-214.797503372	-255.851921813	-231.550921638	10.3212476725
23dhdp_c + h_c + nadph_c --> nadp_c + thdp_c	-66.4023711335	-25.3272116632	-25.3272116632	6.98263277612
aspsa_c + pyr_c --> 23dhdp_c + 2.0 h2o_c + h_c	-72.1462147149	-113.182197201	-96.0673596664	11.814799146
dhf_c + h_c + nadph_c <=> nadp_c + thf_c	-71.390273714	-31.4804404318	-31.4804404318	2.19285893527
atp_c + dhpt_c + glu__L_c --> adp_c + dhf_c + h_c + pi_c	26.0746511385	-16.0817159394	-16.0817159394	6.49712340689
dhna_c + h_c + octdp_c --> 2dmmql8_c + co2_c + ppi_c	nan	nan	nan	0.0
